time,proto,data_len,ip_src,ip_dst,src_port,dst_port
1499254978099929,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978100117,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978100176,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978100347,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978100427,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978100538,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978100678,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978100730,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978100922,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978100923,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978101116,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978101185,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978101348,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978101424,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978101540,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978101688,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978101732,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978101923,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978101925,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978102116,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978102189,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978102308,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978102432,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978102500,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978102683,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978102692,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978102885,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978102933,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978103090,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978103167,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978103282,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978103431,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978103474,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978103666,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978103677,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978103859,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978103925,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978104172,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978104242,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978104424,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978104435,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978104627,6,3208,13.107.4.50,192.168.10.15,80,49451
1499254978104689,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978104849,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978104868,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978105040,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978105136,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978105178,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978105344,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978105367,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978105535,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978114662,6,6,40.83.143.209,192.168.10.14,443,49460
1499254978114969,6,6,40.83.143.209,192.168.10.14,443,49460
1499254978116155,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978116199,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978116378,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978116427,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978116472,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978116631,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978116650,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978116877,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978116982,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978117067,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978117201,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978117260,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978117452,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978117644,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978117703,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978117725,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978117837,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978118027,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978118215,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978118221,6,4380,13.107.4.50,192.168.10.15,80,49451
1499254978118411,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978118625,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978118704,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978118730,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978118817,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978118981,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978119009,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978119201,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978119221,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978119394,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978119472,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978119585,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978119723,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978119778,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978119967,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978119970,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978120162,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978120211,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978120382,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978120623,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978120700,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978120814,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978120893,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978121007,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978121199,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978121212,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978121407,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978121498,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978121598,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978121766,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978121791,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978121984,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978122000,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978122174,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978122251,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978122367,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978122517,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978122559,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978122751,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978122762,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978122943,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978123005,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978123174,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978123256,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978123366,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978123441,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978123559,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978123751,6,4380,13.107.4.50,192.168.10.15,80,49451
1499254978123764,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978123934,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978123941,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978124155,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978124250,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978124347,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978124422,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978124538,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978124732,6,4380,13.107.4.50,192.168.10.15,80,49451
1499254978124782,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978124922,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978124936,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978125154,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978125261,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978125346,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978125427,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978125538,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978125730,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978125743,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978125922,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978125924,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978126153,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978126229,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978126344,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978126422,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978126537,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978126729,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978126750,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978126921,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978126922,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978127153,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978127233,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978127344,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978127428,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978127537,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978127729,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978127742,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978127921,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978127921,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978128152,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978128227,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978128343,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978128424,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978128536,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978138603,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978138644,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978138810,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978139077,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978139147,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978139259,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978139338,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978139453,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978139644,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978139647,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978139836,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978139836,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978140060,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978140142,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978140339,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978140456,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978140531,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978140677,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978140723,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978140915,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978141020,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978141107,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978141242,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978141299,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978141491,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978141494,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978141683,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978141762,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978141875,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978141996,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978142067,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978142240,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978142259,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978142451,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978142505,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978142703,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978142792,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978142889,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978143020,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978143081,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978143273,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978143465,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978143507,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978143657,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978143674,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978143849,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978143988,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978144041,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978144179,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978144233,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978144425,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978144497,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978144691,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978144770,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978144876,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978145008,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978145068,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978145250,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978145260,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978145452,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978145516,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978145682,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978145924,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978145985,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978146116,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978146309,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978146313,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978146501,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978146571,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978146692,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978146764,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978146884,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978147077,6,4380,13.107.4.50,192.168.10.15,80,49451
1499254978147084,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978147267,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978147268,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978147491,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978147601,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978147683,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978147768,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978147875,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978148068,6,4380,13.107.4.50,192.168.10.15,80,49451
1499254978148093,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978148259,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978148269,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978148486,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978148594,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978148678,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978148766,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978148870,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978149062,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978149064,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978149102,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978149260,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978149283,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978149452,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978149549,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978149645,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978149754,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978149837,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978150028,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978150061,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978150264,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978150283,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978150456,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978150549,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978150648,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978150758,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978150840,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978151032,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978151064,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978151247,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978151273,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978151439,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978151539,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978151631,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978151748,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978151822,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978161079,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978161307,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978161367,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978161615,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978161833,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978161895,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978162024,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978162098,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978162218,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978162404,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978162410,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978162599,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978162602,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978162825,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978162904,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978163078,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978163151,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978163266,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978163459,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978163461,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978163650,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978163885,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978163961,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978164076,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978164155,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978164271,6,4380,13.107.4.50,192.168.10.15,80,49451
1499254978164332,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978164460,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978164658,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978164744,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978164850,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978165041,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978165220,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978165235,6,4380,13.107.4.50,192.168.10.15,80,49451
1499254978165425,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978165633,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978165712,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978165731,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978165829,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978166017,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978166211,6,4380,13.107.4.50,192.168.10.15,80,49451
1499254978166215,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978166402,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978166631,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978166707,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978166883,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978166964,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978167073,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978167215,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978167266,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978167458,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978167466,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978167656,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978167771,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978167848,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978167982,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978168041,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978168235,6,4380,13.107.4.50,192.168.10.15,80,49451
1499254978168248,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978168424,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978168427,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978168616,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978168690,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978168809,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978168898,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978169000,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978169194,6,4380,13.107.4.50,192.168.10.15,80,49451
1499254978169230,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978169391,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978169409,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978169702,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978169906,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978169971,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978170098,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978170197,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978170288,6,506,13.107.4.50,192.168.10.15,80,49451
1499254978170290,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978170481,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978170517,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978170673,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978170736,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978170907,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978170987,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978171098,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978171252,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978171291,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978171483,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978171487,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978171675,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978171737,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978171906,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978171988,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978172098,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978172233,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978172291,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978172483,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978172499,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978172674,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978172743,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978172866,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978172986,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978173059,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978173251,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978173252,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978173443,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978173486,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978173655,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978173736,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978173848,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978173980,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978174040,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978174230,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978174232,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978174424,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978174494,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978174735,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978174808,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978183635,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978183862,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978183937,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978184254,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978184473,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978184554,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978184665,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978184995,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978185227,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978185303,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978185327,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978185420,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978185550,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978185612,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978185802,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978185804,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978185996,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978186054,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978186463,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978186717,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978186796,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978186909,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254978186986,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978187101,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978187293,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978187305,6,6,192.168.10.15,13.107.4.50,49451,80
1499254978187486,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254978187487,6,6,192.168.10.15,13.107.4.50,49451,80
